sample,node_type,node_idx,true_size,true_b,true_h,pred_b_HGT,pred_h_HGT,pred_b_HAN,pred_h_HAN,resid_HGT,resid_HAN,both_mae,cause
sample_6,beam,157,10.0,10.0,10.0,41.98574447631836,36.44276428222656,38.0432243347168,30.03911590576172,29.21425437927246,24.041170120239258,26.62771224975586,A_label_suspect(impossible-small)
sample_189,beam,13,70.0,100.0,40.0,57.24717712402344,50.390625,60.97101211547852,53.49579620361328,-16.18109893798828,-12.766595840454098,26.417057991027832,B_underfit(regression-to-mean)
sample_233,beam,247,27.5,30.0,25.0,56.99385452270508,50.08332824707031,54.6701774597168,47.85923767089844,26.038591384887695,23.764707565307617,24.901649475097656,B_underfit(regression-to-mean)
sample_233,beam,290,27.5,30.0,25.0,57.042572021484375,50.143951416015625,54.44306182861328,47.65851974487305,26.09326171875,23.550790786743164,24.822026252746582,B_underfit(regression-to-mean)
sample_233,beam,33,27.5,30.0,25.0,56.88362121582031,49.99651336669922,53.84777069091797,47.12153625488281,25.940067291259766,22.98465347290039,24.462360382080078,B_underfit(regression-to-mean)
sample_240,column,146,80.0,100.0,60.0,52.90679550170898,52.781009674072266,58.75318145751953,57.715965270996094,-27.15609741210938,-21.765426635742188,24.46076202392578,B_underfit(regression-to-mean)
sample_233,beam,204,27.5,30.0,25.0,56.61284255981445,49.67923355102539,53.96517562866211,47.22786712646485,25.646038055419922,23.09652137756348,24.3712797164917,B_underfit(regression-to-mean)
sample_233,beam,9,27.5,30.0,25.0,56.80006408691406,49.87619400024414,53.632591247558594,46.92548370361328,25.8381290435791,22.779037475585938,24.30858325958252,B_underfit(regression-to-mean)
sample_151,beam,212,30.0,30.0,30.0,57.36826705932617,50.494476318359375,56.67262649536133,49.65928268432617,23.931371688842773,23.16595458984375,23.54866313934326,B_underfit(regression-to-mean)
sample_240,column,225,80.0,100.0,60.0,54.81393432617188,54.33745574951172,59.05495834350586,57.85757446289063,-25.4243049621582,-21.543733596801754,23.48401927947998,B_underfit(regression-to-mean)
sample_6,beam,1,10.0,10.0,10.0,38.59645462036133,30.205455780029297,36.49602508544922,28.5927734375,24.400955200195312,22.54439926147461,23.47267723083496,A_label_suspect(impossible-small)
sample_6,beam,2,10.0,10.0,10.0,38.42481994628906,30.09520721435547,36.672489166259766,28.65631866455078,24.260013580322266,22.664403915405273,23.46220874786377,A_label_suspect(impossible-small)
sample_6,beam,0,10.0,10.0,10.0,38.30580520629883,30.027099609375,36.80392074584961,28.70233917236328,24.166452407836914,22.753129959106445,23.45979118347168,A_label_suspect(impossible-small)
sample_6,beam,153,10.0,10.0,10.0,38.84215545654297,30.223915100097656,36.32619094848633,28.42534637451172,24.533035278320312,22.375768661499023,23.454401969909668,A_label_suspect(impossible-small)
sample_6,beam,98,10.0,10.0,10.0,36.41005706787109,29.504608154296875,37.98434066772461,29.788593292236328,22.95733261108398,23.88646697998047,23.421899795532227,A_label_suspect(impossible-small)
sample_6,beam,155,10.0,10.0,10.0,39.735130310058594,33.686519622802734,33.326271057128906,26.92826461791992,26.710824966430664,20.127267837524414,23.41904640197754,A_label_suspect(impossible-small)
sample_233,beam,161,27.5,30.0,25.0,55.40464019775391,48.42912292480469,53.16403579711914,46.52225112915039,24.4168815612793,22.343143463134766,23.38001251220703,B_underfit(regression-to-mean)
sample_6,beam,102,10.0,10.0,10.0,36.54376220703125,29.59225845336914,37.6877326965332,29.61678695678711,23.068010330200195,23.652259826660156,23.360135078430176,A_label_suspect(impossible-small)
sample_240,column,218,80.0,100.0,60.0,55.3745231628418,54.63690185546875,58.99065017700195,57.8198471069336,-24.994287490844727,-21.594751358032223,23.294519424438477,B_underfit(regression-to-mean)
sample_6,beam,101,10.0,10.0,10.0,36.67326736450195,29.664203643798828,37.38264465332031,29.43355941772461,23.16873550415039,23.40810203552246,23.288418769836426,A_label_suspect(impossible-small)
sample_6,beam,99,10.0,10.0,10.0,37.08316040039063,29.86454391479492,36.92662811279297,29.14254570007324,23.473852157592773,23.034586906433105,23.254220008850098,A_label_suspect(impossible-small)
sample_6,beam,100,10.0,10.0,10.0,36.84721755981445,29.75173568725586,37.139678955078125,29.27647399902344,23.299476623535156,23.20807647705078,23.25377655029297,A_label_suspect(impossible-small)
sample_240,column,239,80.0,100.0,60.0,55.6499137878418,54.7825927734375,59.02442169189453,57.85213851928711,-24.78374671936035,-21.56171989440918,23.172733306884766,B_underfit(regression-to-mean)
sample_189,beam,14,32.5,25.0,40.0,57.15117645263672,50.28281784057617,60.78947448730469,53.33174514770508,21.216997146606445,24.560609817504883,22.888803482055664,B_underfit(regression-to-mean)
sample_240,column,147,80.0,100.0,60.0,56.481781005859375,55.3077278137207,58.93635559082031,57.84916687011719,-24.10524559020996,-21.60723876953125,22.856242179870605,B_underfit(regression-to-mean)
sample_251,beam,101,55.0,60.0,50.0,37.16608047485352,29.89822006225586,35.432586669921875,27.60899353027344,-21.46784973144531,-23.479209899902344,22.473529815673828,B_underfit(regression-to-mean)
sample_151,beam,127,60.0,70.0,50.0,40.48609924316406,32.85551452636719,42.57250213623047,34.5556526184082,-23.329193115234375,-21.435922622680664,22.38255786895752,B_underfit(regression-to-mean)
sample_240,column,57,80.0,100.0,60.0,58.29646301269531,56.151100158691406,58.60808563232422,57.570274353027344,-22.77621841430664,-21.91082000732422,22.34351921081543,B_underfit(regression-to-mean)
sample_240,column,226,80.0,100.0,60.0,57.70781707763672,56.07550048828125,59.13102722167969,57.925968170166016,-23.108341217041016,-21.47150230407715,22.289921760559082,B_underfit(regression-to-mean)
sample_151,beam,131,60.0,70.0,50.0,46.88025665283203,37.3265380859375,36.94659423828125,29.92713165283203,-17.896602630615234,-26.56313705444336,22.229869842529297,B_underfit(regression-to-mean)
sample_240,column,148,80.0,100.0,60.0,58.11824417114258,56.21910858154297,59.24268341064453,58.043853759765625,-22.831323623657227,-21.356731414794922,22.094027519226074,B_underfit(regression-to-mean)
sample_233,beam,118,27.5,30.0,25.0,53.34302520751953,46.391578674316406,52.60993957519531,46.029693603515625,22.36730194091797,21.81981658935547,22.09355926513672,B_underfit(regression-to-mean)
sample_240,column,219,80.0,100.0,60.0,58.35727691650391,56.502220153808594,59.070594787597656,57.89304733276367,-22.570251464843746,-21.518178939819336,22.044215202331543,B_underfit(regression-to-mean)
sample_240,column,240,80.0,100.0,60.0,58.39765167236328,56.42075729370117,59.10356140136719,57.92169189453125,-22.590795516967773,-21.48737335205078,22.039084434509277,B_underfit(regression-to-mean)
sample_240,column,176,80.0,100.0,60.0,58.364784240722656,56.42633056640625,59.27224349975586,58.06746292114258,-22.604442596435547,-21.33014678955078,21.967294692993164,B_underfit(regression-to-mean)
sample_6,beam,3,10.0,10.0,10.0,37.478294372558594,29.735280990600582,34.17506790161133,26.43372344970703,23.60678768157959,20.30439567565918,21.955592155456543,A_label_suspect(impossible-small)
sample_39,beam,6,10.0,10.0,10.0,37.02521514892578,29.773361206054688,33.61517333984375,26.980892181396484,23.399288177490234,20.298032760620117,21.848660469055176,A_label_suspect(impossible-small)
sample_39,beam,7,10.0,10.0,10.0,36.84022903442383,29.66130828857422,33.82892227172852,27.04117774963379,23.250768661499023,20.435050010681156,21.842909812927246,A_label_suspect(impossible-small)
sample_6,beam,151,10.0,10.0,10.0,38.07709884643555,30.04491424560547,33.08423614501953,26.11062812805176,24.061006546020508,19.597432136535645,21.829218864440918,A_label_suspect(impossible-small)
sample_39,beam,1,10.0,10.0,10.0,37.12487030029297,29.8597354888916,33.359130859375,26.907665252685547,23.492302894592285,20.133398056030273,21.81284999847412,A_label_suspect(impossible-small)
sample_6,beam,150,10.0,10.0,10.0,38.280059814453125,30.13587951660156,32.83485412597656,25.995569229125977,24.207969665527344,19.41521167755127,21.81159019470215,A_label_suspect(impossible-small)
sample_6,beam,149,10.0,10.0,10.0,38.53467178344727,30.265893936157227,32.502532958984375,25.93909072875977,24.40028285980225,19.22081184387207,21.810547828674316,A_label_suspect(impossible-small)
sample_6,beam,152,10.0,10.0,10.0,37.84092712402344,29.928260803222656,33.23478698730469,26.14536666870117,23.884593963623047,19.69007682800293,21.78733539581299,A_label_suspect(impossible-small)
sample_39,beam,11,10.0,10.0,10.0,36.60845947265625,29.53166007995605,33.897125244140625,27.06043815612793,23.070059776306152,20.478781700134277,21.77442169189453,A_label_suspect(impossible-small)
sample_39,beam,0,10.0,10.0,10.0,36.41350555419922,29.451290130615234,34.01841735839844,27.120655059814453,22.932397842407227,20.569536209106445,21.750967025756836,A_label_suspect(impossible-small)
sample_6,beam,148,10.0,10.0,10.0,37.56416702270508,29.763450622558597,33.41005325317383,26.20025062561035,23.663808822631836,19.80515193939209,21.73448085784912,A_label_suspect(impossible-small)
sample_240,column,227,80.0,100.0,60.0,59.151893615722656,56.92007827758789,59.26315689086914,58.04141616821289,-21.964014053344727,-21.347713470458984,21.655863761901855,B_underfit(regression-to-mean)
sample_251,beam,103,55.0,60.0,50.0,36.894981384277344,29.805376052856445,37.66115188598633,29.194730758666992,-21.649821281433105,-21.57205867767334,21.61094093322754,B_underfit(regression-to-mean)
sample_240,column,220,80.0,100.0,60.0,59.69580459594727,57.2470817565918,59.21989059448242,58.01913833618164,-21.528556823730465,-21.38048553466797,21.45452117919922,B_underfit(regression-to-mean)
sample_240,column,149,80.0,100.0,60.0,59.61114883422852,57.08709716796875,59.459503173828125,58.21747589111328,-21.650876998901364,-21.161510467529297,21.406193733215332,B_underfit(regression-to-mean)
sample_240,column,241,80.0,100.0,60.0,59.90060424804688,57.228065490722656,59.23497009277344,58.048858642578125,-21.43566513061523,-21.35808563232422,21.396875381469727,B_underfit(regression-to-mean)
sample_233,beam,274,33.5,37.0,30.0,57.28376007080078,50.39194107055664,59.61462020874024,52.26946258544922,20.33785057067871,22.44204139709473,21.38994598388672,B_underfit(regression-to-mean)
sample_233,beam,271,33.5,37.0,30.0,57.09870529174805,50.23408889770508,59.47338485717773,52.14596939086914,20.166397094726562,22.309677124023434,21.238037109375,B_underfit(regression-to-mean)
sample_151,beam,216,30.0,30.0,30.0,57.06121826171875,50.21697235107422,52.11088943481445,45.43033981323242,23.639095306396484,18.770614624023438,21.20485496520996,B_underfit(regression-to-mean)
sample_240,column,232,80.0,100.0,60.0,60.75194549560547,57.7174186706543,59.020633697509766,57.85371017456055,-20.765317916870117,-21.562828063964844,21.16407299041748,B_underfit(regression-to-mean)
sample_233,beam,317,33.5,37.0,30.0,57.21582412719727,50.31906509399414,59.11375427246094,51.82579803466797,20.267444610595707,21.969776153564453,21.118610382080078,B_underfit(regression-to-mean)
sample_240,beam,401,70.0,70.0,70.0,51.81485748291016,45.13024139404297,52.59593963623047,46.04151153564453,-21.527450561523434,-20.6812744140625,21.10436248779297,B_underfit(regression-to-mean)
sample_6,beam,144,10.0,10.0,10.0,38.85717391967773,30.97879981994629,29.725215911865234,24.54170227050781,24.917986869812008,17.133459091186523,21.025723457336426,A_label_suspect(impossible-small)
sample_233,beam,231,33.5,37.0,30.0,57.20166778564453,50.30122756958008,58.8778190612793,51.61406326293945,20.251447677612305,21.745941162109375,20.99869441986084,B_underfit(regression-to-mean)
sample_240,column,228,80.0,100.0,60.0,60.77440643310547,57.74101257324219,59.42707061767578,58.19101333618164,-20.742290496826172,-21.19095802307129,20.96662425994873,B_underfit(regression-to-mean)
sample_233,beam,257,33.5,37.0,30.0,57.30312347412109,50.41266250610352,58.6631965637207,51.42369079589844,20.357892990112305,21.54344367980957,20.950668334960938,B_underfit(regression-to-mean)
sample_240,column,161,80.0,100.0,60.0,61.28110504150391,57.84892272949219,59.13816833496094,57.972129821777344,-20.43498611450195,-21.44485092163086,20.939918518066406,B_underfit(regression-to-mean)
sample_111,beam,1,27.5,30.0,25.0,52.35523223876953,45.461517333984375,51.12630844116211,44.70749282836914,21.408374786376953,20.416900634765625,20.91263771057129,B_underfit(regression-to-mean)
sample_240,column,177,80.0,100.0,60.0,61.03522872924805,57.777000427246094,59.377418518066406,58.16484069824219,-20.59388542175293,-21.228870391845703,20.911377906799316,B_underfit(regression-to-mean)
sample_233,beam,314,33.5,37.0,30.0,57.09977340698242,50.24077224731445,58.75804138183594,51.508602142333984,20.170272827148438,21.63332176208496,20.9017972946167,B_underfit(regression-to-mean)
sample_233,beam,228,33.5,37.0,30.0,57.01485443115234,50.14249801635742,58.81111526489258,51.553497314453125,20.07867622375488,21.68230628967285,20.880491256713867,B_underfit(regression-to-mean)
sample_240,column,221,80.0,100.0,60.0,61.088748931884766,57.89989471435547,59.39497375488281,58.16465759277344,-20.505678176879883,-21.220184326171875,20.86293125152588,B_underfit(regression-to-mean)
sample_240,column,242,80.0,100.0,60.0,61.12504577636719,57.85318374633789,59.42145156860352,58.22989273071289,-20.51088523864746,-21.174327850341793,20.84260654449463,B_underfit(regression-to-mean)
sample_6,beam,145,10.0,10.0,10.0,38.61764526367188,30.59754180908203,29.708765029907227,24.346759796142575,24.607593536376957,17.027762413024902,20.817678451538086,A_label_suspect(impossible-small)
sample_240,column,211,80.0,100.0,60.0,61.69721221923828,58.02680206298828,59.11115264892578,57.89638519287109,-20.13799285888672,-21.496231079101566,20.81711196899414,B_underfit(regression-to-mean)
sample_233,beam,300,33.5,37.0,30.0,57.364501953125,50.48262023925781,58.21382141113281,51.02241134643555,20.423561096191406,21.11811637878418,20.770838737487793,B_underfit(regression-to-mean)
sample_6,beam,146,10.0,10.0,10.0,38.34728240966797,30.34256362915039,29.882776260375977,24.403409957885746,24.34492301940918,17.14309310913086,20.74400806427002,A_label_suspect(impossible-small)
sample_251,beam,105,55.0,60.0,50.0,36.68529891967773,29.76214599609375,39.74700546264648,30.86443519592285,-21.77627754211426,-19.694279670715336,20.735278129577637,B_underfit(regression-to-mean)
sample_240,column,150,80.0,100.0,60.0,61.11560821533203,57.87030792236328,59.68410873413086,58.413387298583984,-20.507041931152344,-20.951251983642578,20.72914695739746,B_underfit(regression-to-mean)
sample_6,beam,143,10.0,10.0,10.0,37.73418045043945,29.99407958984375,30.422365188598636,24.68852424621582,23.8641300201416,17.555444717407227,20.709787368774414,A_label_suspect(impossible-small)
sample_6,beam,147,10.0,10.0,10.0,37.97124862670898,30.08617401123047,30.187862396240234,24.58384132385254,24.028711318969723,17.385851860046387,20.707282066345215,A_label_suspect(impossible-small)
sample_233,beam,58,33.5,37.0,30.0,56.84447860717773,49.97657012939453,58.60136413574219,51.367286682128906,19.91052436828613,21.484325408935547,20.69742488861084,B_underfit(regression-to-mean)
sample_233,beam,59,33.5,37.0,30.0,56.76325225830078,49.85081481933594,58.694671630859375,51.44800567626953,19.80703353881836,21.571338653564453,20.689186096191406,B_underfit(regression-to-mean)
sample_240,column,233,80.0,100.0,60.0,62.06127166748047,58.348968505859375,59.13203811645508,57.94365310668945,-19.794879913330078,-21.462154388427734,20.628517150878906,B_underfit(regression-to-mean)
sample_240,column,58,80.0,100.0,60.0,62.14933395385742,58.42367935180664,59.06742477416992,57.88319396972656,-19.71349334716797,-21.524690628051758,20.619091987609863,B_underfit(regression-to-mean)
sample_240,column,178,80.0,100.0,60.0,61.65047454833984,58.08147430419922,59.51076126098633,58.28841018676758,-20.134025573730472,-21.100414276123047,20.617219924926758,B_underfit(regression-to-mean)
sample_233,beam,185,33.5,37.0,30.0,56.84656524658203,49.95883941650391,58.38352584838867,51.17082214355469,19.902702331542972,21.27717399597168,20.589938163757324,B_underfit(regression-to-mean)
sample_233,beam,188,33.5,37.0,30.0,57.000144958496094,50.0914192199707,58.22516632080078,51.03145599365234,20.0457820892334,21.12831115722656,20.58704662322998,B_underfit(regression-to-mean)
sample_240,column,229,80.0,100.0,60.0,61.63839721679688,58.16455078125,59.637882232666016,58.40778732299805,-20.09852600097656,-20.97716522216797,20.537845611572266,B_underfit(regression-to-mean)
sample_240,column,162,80.0,100.0,60.0,62.18844985961914,58.34867477416992,59.25558471679688,58.08366775512695,-19.73143768310547,-21.330373764038082,20.530905723571777,B_underfit(regression-to-mean)
sample_240,column,212,80.0,100.0,60.0,62.380592346191406,58.31291961669922,59.22285079956055,57.98785781860352,-19.653244018554688,-21.394645690917965,20.523944854736328,B_underfit(regression-to-mean)
sample_240,column,222,80.0,100.0,60.0,61.76737594604492,58.22737121582031,59.62218475341797,58.38014221191406,-20.002626419067383,-20.998836517333984,20.500731468200684,B_underfit(regression-to-mean)
sample_240,column,243,80.0,100.0,60.0,61.73937225341797,58.17694091796875,59.64104080200195,58.46234130859375,-20.04184341430664,-20.94830894470215,20.495076179504395,B_underfit(regression-to-mean)
sample_240,column,234,80.0,100.0,60.0,62.43632507324219,58.49585723876953,59.308441162109375,58.111209869384766,-19.53390884399414,-21.29017448425293,20.412041664123535,B_underfit(regression-to-mean)
sample_233,beam,214,33.5,37.0,30.0,57.17866897583008,50.28713607788086,57.64282989501953,50.51204299926758,20.23290252685547,20.577436447143555,20.40516948699951,B_underfit(regression-to-mean)
sample_240,column,213,80.0,100.0,60.0,62.59000778198242,58.38497161865234,59.39899063110352,58.137577056884766,-19.51251029968262,-21.231716156005856,20.37211322784424,B_underfit(regression-to-mean)
sample_240,column,130,80.0,100.0,60.0,62.63247680664063,58.43260955810547,59.31266403198242,58.13697052001953,-19.46745681762695,-21.275182723999023,20.37131977081299,B_underfit(regression-to-mean)
sample_240,column,163,80.0,100.0,60.0,62.44214630126953,58.46786117553711,59.45008850097656,58.23391342163086,-19.54499626159668,-21.15799903869629,20.351497650146484,B_underfit(regression-to-mean)
sample_240,column,179,80.0,100.0,60.0,62.0713119506836,58.30680847167969,59.75517654418945,58.51300048828125,-19.810939788818356,-20.86591148376465,20.338425636291504,B_underfit(regression-to-mean)
sample_240,column,138,80.0,100.0,60.0,63.1645393371582,58.06056213378906,59.27903366088867,58.17080307006836,-19.387449264526367,-21.275081634521484,20.331265449523926,B_underfit(regression-to-mean)
sample_233,beam,48,33.5,37.0,30.0,57.23445892333984,50.36892318725586,57.41290664672852,50.30245208740234,20.301691055297848,20.35767936706543,20.32968521118164,B_underfit(regression-to-mean)
sample_240,column,230,80.0,100.0,60.0,61.94048309326172,58.29816818237305,59.85507583618164,58.59172439575195,-19.880674362182617,-20.776599884033203,20.32863712310791,B_underfit(regression-to-mean)
sample_240,column,169,80.0,100.0,60.0,62.49386596679688,58.44046401977539,59.50077819824219,58.26570892333984,-19.532835006713864,-21.116756439208988,20.324795722961426,B_underfit(regression-to-mean)
sample_240,column,151,80.0,100.0,60.0,61.822696685791016,58.24114227294922,60.014102935791016,58.68481063842773,-19.968080520629883,-20.65054321289063,20.309311866760254,B_underfit(regression-to-mean)
sample_240,column,246,80.0,100.0,60.0,62.915626525878906,58.39522171020508,59.420780181884766,58.12261581420898,-19.344575881958008,-21.22830200195313,20.286438941955566,B_underfit(regression-to-mean)
sample_240,column,223,80.0,100.0,60.0,62.10041809082031,58.34965515136719,59.84905624389648,58.55772399902344,-19.77496337890625,-20.796609878540043,20.285786628723145,B_underfit(regression-to-mean)
sample_240,column,244,80.0,100.0,60.0,61.993202209472656,58.32011795043945,59.89280319213867,58.68476104736328,-19.843339920043945,-20.711217880249023,20.277278900146484,B_underfit(regression-to-mean)
sample_233,beam,269,33.5,37.0,30.0,56.88455581665039,50.00591659545898,57.651641845703125,50.52294158935547,19.945236206054684,20.587291717529297,20.266263961791992,B_underfit(regression-to-mean)
sample_240,column,154,80.0,100.0,60.0,62.77291488647461,58.42691802978516,59.506961822509766,58.22833633422852,-19.400083541870114,-21.132350921630856,20.26621723175049,B_underfit(regression-to-mean)
sample_240,column,65,80.0,100.0,60.0,63.21746826171875,58.16948318481445,59.36497497558594,58.18960189819336,-19.3065242767334,-21.22271156311035,20.264617919921875,B_underfit(regression-to-mean)
sample_240,column,59,80.0,100.0,60.0,62.571075439453125,58.67729187011719,59.49312210083008,58.20124435424805,-19.375816345214844,-21.152816772460938,20.26431655883789,B_underfit(regression-to-mean)
sample_233,beam,19,33.5,37.0,30.0,57.07008743286133,50.18358612060547,57.447540283203125,50.32577896118164,20.1268367767334,20.386659622192383,20.25674819946289,B_underfit(regression-to-mean)
sample_240,column,247,80.0,100.0,60.0,62.96907806396485,58.425201416015625,59.49347686767578,58.21205520629883,-19.302860260009762,-21.147233963012695,20.22504711151123,B_underfit(regression-to-mean)
sample_240,column,235,80.0,100.0,60.0,62.69743347167969,58.60640335083008,59.49928283691406,58.30776596069336,-19.348081588745117,-21.09647560119629,20.222278594970703,B_underfit(regression-to-mean)
sample_240,column,214,80.0,100.0,60.0,62.78849029541016,58.43639373779297,59.58138656616211,58.311161041259766,-19.387557983398434,-21.053726196289062,20.22064208984375,B_underfit(regression-to-mean)
sample_240,column,170,80.0,100.0,60.0,62.66156768798828,58.53599166870117,59.5853157043457,58.34742736816406,-19.401220321655273,-21.033628463745117,20.2174243927002,B_underfit(regression-to-mean)
sample_240,column,139,80.0,100.0,60.0,63.22969436645508,58.13692855834961,59.50466537475586,58.27277755737305,-19.316688537597656,-21.111278533935547,20.2139835357666,B_underfit(regression-to-mean)
sample_240,column,164,80.0,100.0,60.0,62.60253143310547,58.52749633789063,59.640018463134766,58.38688278198242,-19.43498611450195,-20.986549377441406,20.21076774597168,B_underfit(regression-to-mean)
sample_240,column,231,80.0,100.0,60.0,62.14980697631836,58.410675048828125,59.94831085205078,58.68009948730469,-19.719758987426758,-20.685794830322266,20.20277690887451,B_underfit(regression-to-mean)
sample_240,column,66,80.0,100.0,60.0,63.23057556152344,58.14715194702149,59.5416259765625,58.27896881103516,-19.311136245727536,-21.08970260620117,20.200419425964355,B_underfit(regression-to-mean)
sample_240,column,131,80.0,100.0,60.0,62.98136138916016,58.58811950683594,59.45077133178711,58.24132537841797,-19.21525955200195,-21.15395164489746,20.184605598449707,B_underfit(regression-to-mean)
sample_240,column,155,80.0,100.0,60.0,62.88964080810547,58.475982666015625,59.58721160888672,58.329345703125,-19.317188262939453,-21.04172134399414,20.179454803466797,B_underfit(regression-to-mean)
sample_240,column,224,80.0,100.0,60.0,62.3006477355957,58.451961517333984,59.93339538574219,58.63058090209961,-19.623695373535156,-20.7180118560791,20.17085361480713,B_underfit(regression-to-mean)
sample_240,column,245,80.0,100.0,60.0,62.18061065673828,58.41533660888672,59.97347640991211,58.76473617553711,-19.7020263671875,-20.63089370727539,20.166460037231445,B_underfit(regression-to-mean)
sample_240,column,101,80.0,100.0,60.0,63.10483169555664,58.460086822509766,59.49781036376953,58.27815628051758,-19.217540740966797,-21.112016677856445,20.16477870941162,B_underfit(regression-to-mean)
sample_233,beam,145,33.5,37.0,30.0,56.48312377929688,49.55988693237305,57.87822341918945,50.719482421875,19.521505355834964,20.798852920532227,20.160179138183594,B_underfit(regression-to-mean)
sample_240,column,248,80.0,100.0,60.0,63.03651428222656,58.43709945678711,59.63145065307617,58.35328674316406,-19.263193130493164,-21.007631301879883,20.135412216186523,B_underfit(regression-to-mean)
sample_240,column,183,80.0,100.0,60.0,63.07169342041016,58.39827346801758,59.67405700683594,58.331809997558594,-19.26501655578613,-20.997066497802734,20.131041526794434,B_underfit(regression-to-mean)
sample_240,column,49,80.0,100.0,60.0,63.037933349609375,58.55470657348633,59.58827972412109,58.32615661621094,-19.20368003845215,-21.042781829833988,20.123230934143066,B_underfit(regression-to-mean)
sample_233,beam,142,33.5,37.0,30.0,56.41275787353516,49.49878692626953,57.85602569580078,50.69743347167969,19.455772399902347,20.776729583740234,20.11625099182129,B_underfit(regression-to-mean)
sample_240,column,171,80.0,100.0,60.0,62.749000549316406,58.5563850402832,59.76646423339844,58.48258209228516,-19.347307205200195,-20.8754768371582,20.1113920211792,B_underfit(regression-to-mean)
sample_240,column,180,80.0,100.0,60.0,62.30589294433594,58.45390701293945,60.036277770996094,58.76897811889648,-19.620100021362305,-20.597372055053714,20.108736038208008,B_underfit(regression-to-mean)
sample_240,column,156,80.0,100.0,60.0,62.9666748046875,58.47407150268555,59.733055114746094,58.44563293457031,-19.279626846313477,-20.910655975341797,20.09514141082764,B_underfit(regression-to-mean)
sample_240,column,102,80.0,100.0,60.0,63.20770263671875,58.43077850341797,59.62477493286133,58.36167907714844,-19.18075942993164,-21.006772994995117,20.09376621246338,B_underfit(regression-to-mean)
