combo,sample,node_type,node_idx,was_isolated,true_b,true_h,pred_b,pred_h,abs_err_b,abs_err_h,node_mae
topological_none,sample_73,beam,19,False,50.0,40.0,48.88037109375,42.73823547363281,1.11962890625,2.7382354736328125,1.9289321899414062
topological_none,sample_73,beam,20,False,50.0,30.0,43.48831558227539,40.162193298339844,6.511684417724609,10.162193298339844,8.336938858032227
topological_none,sample_73,beam,21,False,50.0,40.0,49.709251403808594,43.46645736694336,0.29074859619140625,3.4664573669433594,1.8786029815673828
topological_none,sample_73,beam,22,False,50.0,40.0,49.17345428466797,43.00155258178711,0.8265457153320312,3.0015525817871094,1.9140491485595703
topological_none,sample_73,beam,23,False,50.0,30.0,47.123634338378906,41.90715026855469,2.8763656616210938,11.907150268554688,7.391757965087891
topological_none,sample_73,beam,24,False,50.0,40.0,49.99702072143555,43.7352409362793,0.002979278564453125,3.735240936279297,1.869110107421875
topological_none,sample_73,beam,25,False,50.0,30.0,48.43245315551758,42.44977569580078,1.5675468444824219,12.449775695800781,7.008661270141602
topological_none,sample_73,beam,26,False,35.0,35.0,36.37138366699219,35.416805267333984,1.3713836669921875,0.4168052673339844,0.8940944671630859
topological_none,sample_73,beam,27,False,50.0,30.0,47.718936920166016,42.041725158691406,2.2810630798339844,12.041725158691406,7.161394119262695
topological_none,sample_73,beam,28,False,60.0,30.0,47.77691650390625,42.41208267211914,12.22308349609375,12.41208267211914,12.317583084106445
topological_none,sample_73,beam,29,False,60.0,40.0,52.96763229370117,46.42058563232422,7.032367706298828,6.420585632324219,6.726476669311523
topological_none,sample_73,beam,30,False,60.0,40.0,52.42941665649414,45.93695831298828,7.570583343505859,5.936958312988281,6.75377082824707
topological_none,sample_73,beam,31,False,60.0,40.0,53.38179397583008,46.78492736816406,6.618206024169922,6.7849273681640625,6.701566696166992
topological_none,sample_73,beam,32,False,50.0,40.0,49.5786018371582,43.353370666503906,0.4213981628417969,3.3533706665039062,1.8873844146728516
topological_none,sample_73,beam,33,False,60.0,30.0,52.274898529052734,45.80291748046875,7.725101470947266,15.80291748046875,11.764009475708008
topological_none,sample_73,beam,34,True,40.0,30.0,36.232479095458984,29.883758544921875,3.7675209045410156,0.116241455078125,1.9418811798095703
topological_none,sample_73,beam,35,False,35.0,35.0,36.31365966796875,35.348201751708984,1.31365966796875,0.3482017517089844,0.8309307098388672
topological_none,sample_73,beam,36,False,35.0,35.0,36.38603973388672,35.41591262817383,1.3860397338867188,0.4159126281738281,0.9009761810302734
topological_none,sample_73,beam,37,False,40.0,30.0,38.59986877441406,35.05842590332031,1.4001312255859375,5.0584259033203125,3.229278564453125
topological_none,sample_73,beam,38,False,35.0,35.0,36.311092376708984,35.34877014160156,1.3110923767089844,0.3487701416015625,0.8299312591552734
topological_none,sample_73,column,0,False,30.0,30.0,35.429847717285156,36.30385208129883,5.429847717285156,6.303852081298828,5.866849899291992
topological_none,sample_73,column,1,False,40.0,50.0,42.907894134521484,43.08051300048828,2.9078941345214844,6.919486999511719,4.913690567016602
topological_none,sample_73,column,2,False,40.0,50.0,46.259674072265625,46.14226531982422,6.259674072265625,3.8577346801757812,5.058704376220703
topological_none,sample_73,column,3,False,40.0,50.0,50.396881103515625,50.00392150878906,10.396881103515625,0.0039215087890625,5.200401306152344
topological_none,sample_73,column,4,False,30.0,30.0,35.600833892822266,36.456172943115234,5.600833892822266,6.456172943115234,6.02850341796875
topological_none,sample_73,column,5,False,40.0,50.0,46.39217758178711,46.26811981201172,6.392177581787109,3.7318801879882812,5.062028884887695
topological_none,sample_73,column,6,False,40.0,50.0,49.01545715332031,48.72392654418945,9.015457153320312,1.2760734558105469,5.14576530456543
topological_none,sample_73,column,7,False,40.0,50.0,50.71380615234375,50.310211181640625,10.71380615234375,0.310211181640625,5.5120086669921875
topological_none,sample_73,column,8,False,40.0,50.0,44.308013916015625,44.377384185791016,4.308013916015625,5.622615814208984,4.965314865112305
topological_none,sample_73,column,9,False,40.0,50.0,45.8625373840332,45.789913177490234,5.862537384033203,4.210086822509766,5.036312103271484
topological_none,sample_73,column,10,False,40.0,50.0,50.641178131103516,50.288021087646484,10.641178131103516,0.2880210876464844,5.464599609375
topological_none,sample_73,column,11,False,40.0,50.0,37.9815788269043,38.62360763549805,2.018421173095703,11.376392364501953,6.697406768798828
topological_none,sample_73,column,12,False,40.0,50.0,39.312049865722656,39.832942962646484,0.6879501342773438,10.167057037353516,5.42750358581543
topological_none,sample_73,column,13,False,40.0,50.0,49.745079040527344,49.47956848144531,9.745079040527344,0.5204315185546875,5.132755279541016
topological_none,sample_73,column,14,False,40.0,50.0,42.958099365234375,43.13463592529297,2.958099365234375,6.865364074707031,4.911731719970703
topological_none,sample_73,column,15,False,40.0,50.0,46.10115051269531,46.003177642822266,6.1011505126953125,3.9968223571777344,5.048986434936523
topological_none,sample_73,column,16,False,40.0,50.0,50.30459976196289,49.91587829589844,10.30459976196289,0.0841217041015625,5.194360733032227
topological_none,sample_73,column,17,False,40.0,50.0,46.5660285949707,46.44316864013672,6.566028594970703,3.5568313598632812,5.061429977416992
topological_none,sample_73,column,18,False,40.0,50.0,49.0039176940918,48.71696090698242,9.003917694091797,1.2830390930175781,5.1434783935546875
topological_none,sample_73,column,19,False,40.0,50.0,50.67353820800781,50.27168273925781,10.673538208007812,0.2716827392578125,5.4726104736328125
topological_none,sample_73,column,20,False,40.0,50.0,46.15863037109375,46.079532623291016,6.15863037109375,3.9204673767089844,5.039548873901367
topological_none,sample_73,column,21,False,40.0,50.0,47.932273864746094,47.73150634765625,7.932273864746094,2.26849365234375,5.100383758544922
topological_none,sample_73,column,22,False,40.0,50.0,50.77933883666992,50.402503967285156,10.779338836669922,0.40250396728515625,5.590921401977539
topological_none,sample_73,column,23,False,40.0,50.0,40.413047790527344,40.83415222167969,0.41304779052734375,9.165847778320312,4.789447784423828
topological_none,sample_73,column,24,False,40.0,50.0,41.757450103759766,42.06565475463867,1.7574501037597656,7.934345245361328,4.845897674560547
topological_none,sample_73,column,25,False,40.0,50.0,50.0787239074707,49.81150817871094,10.078723907470703,0.1884918212890625,5.133607864379883
topological_none,sample_73,column,26,False,40.0,50.0,37.97996520996094,38.627864837646484,2.0200347900390625,11.372135162353516,6.696084976196289
topological_none,sample_73,column,27,False,40.0,50.0,39.31510925292969,39.84381103515625,0.6848907470703125,10.15618896484375,5.420539855957031
topological_none,sample_73,column,28,False,40.0,50.0,48.86144256591797,48.665916442871094,8.861442565917969,1.3340835571289062,5.0977630615234375
topological_none,sample_73,column,29,False,30.0,30.0,35.09653091430664,36.00501251220703,5.096530914306641,6.005012512207031,5.550771713256836
topological_none,sample_73,column,30,False,30.0,30.0,35.096763610839844,36.00511169433594,5.096763610839844,6.0051116943359375,5.550937652587891
topological_none,sample_251,beam,0,True,30.0,30.0,32.606231689453125,25.35016441345215,2.606231689453125,4.649835586547852,3.6280336380004883
topological_none,sample_251,beam,1,True,30.0,30.0,32.64027786254883,25.37331199645996,2.640277862548828,4.626688003540039,3.6334829330444336
topological_none,sample_251,beam,2,True,30.0,30.0,33.09563446044922,25.725187301635742,3.0956344604492188,4.274812698364258,3.6852235794067383
topological_none,sample_251,beam,3,True,30.0,30.0,32.517024993896484,25.372716903686523,2.5170249938964844,4.627283096313477,3.5721540451049805
topological_none,sample_251,beam,4,True,30.0,30.0,33.045650482177734,25.715436935424805,3.0456504821777344,4.284563064575195,3.665106773376465
topological_none,sample_251,beam,5,False,50.0,50.0,49.797359466552734,43.580387115478516,0.20264053344726562,6.419612884521484,3.311126708984375
topological_none,sample_251,beam,6,True,30.0,30.0,33.691078186035156,26.101980209350586,3.6910781860351562,3.898019790649414,3.794548988342285
topological_none,sample_251,beam,7,False,40.0,30.0,46.58639144897461,41.333187103271484,6.586391448974609,11.333187103271484,8.959789276123047
topological_none,sample_251,beam,8,True,30.0,30.0,33.699642181396484,26.116554260253906,3.6996421813964844,3.8834457397460938,3.791543960571289
topological_none,sample_251,beam,9,False,50.0,50.0,53.44546127319336,46.82036590576172,3.4454612731933594,3.1796340942382812,3.3125476837158203
topological_none,sample_251,beam,10,True,30.0,30.0,33.86518096923828,26.279056549072266,3.8651809692382812,3.7209434509277344,3.793062210083008
topological_none,sample_251,beam,11,False,50.0,50.0,54.91673278808594,48.12018585205078,4.9167327880859375,1.8798141479492188,3.398273468017578
topological_none,sample_251,beam,12,True,30.0,30.0,33.83712387084961,26.274677276611328,3.8371238708496094,3.725322723388672,3.7812232971191406
topological_none,sample_251,beam,13,False,60.0,50.0,56.18291473388672,49.23368453979492,3.8170852661132812,0.7663154602050781,2.2917003631591797
topological_none,sample_251,beam,14,True,30.0,30.0,33.87310791015625,26.38626480102539,3.87310791015625,3.6137351989746094,3.7434215545654297
topological_none,sample_251,beam,15,False,60.0,50.0,57.174949645996094,50.110931396484375,2.8250503540039062,0.110931396484375,1.4679908752441406
topological_none,sample_251,beam,16,True,30.0,30.0,33.93821716308594,26.420652389526367,3.9382171630859375,3.579347610473633,3.758782386779785
topological_none,sample_251,beam,17,False,60.0,50.0,57.67047119140625,50.54933547973633,2.32952880859375,0.5493354797363281,1.439432144165039
topological_none,sample_251,beam,18,True,30.0,30.0,33.91352844238281,26.498607635498047,3.9135284423828125,3.501392364501953,3.707460403442383
topological_none,sample_251,beam,19,False,60.0,50.0,57.868690490722656,50.7239875793457,2.1313095092773438,0.7239875793457031,1.4276485443115234
topological_none,sample_251,beam,20,True,30.0,30.0,34.0349235534668,26.545894622802734,4.034923553466797,3.4541053771972656,3.7445144653320312
topological_none,sample_251,beam,21,False,50.0,50.0,57.49549865722656,50.390830993652344,7.4954986572265625,0.39083099365234375,3.943164825439453
topological_none,sample_251,beam,22,True,30.0,30.0,32.41802215576172,25.339811325073242,2.4180221557617188,4.660188674926758,3.5391054153442383
topological_none,sample_251,beam,23,False,50.0,50.0,54.39217758178711,47.66377258300781,4.392177581787109,2.3362274169921875,3.3642024993896484
topological_none,sample_251,beam,24,False,50.0,50.0,55.44237518310547,48.584617614746094,5.442375183105469,1.4153823852539062,3.4288787841796875
topological_none,sample_251,beam,25,True,30.0,30.0,33.617313385009766,26.4616756439209,3.6173133850097656,3.5383243560791016,3.5778188705444336
topological_none,sample_251,beam,26,False,50.0,50.0,56.94071960449219,49.92291259765625,6.9407196044921875,0.07708740234375,3.5089035034179688
topological_none,sample_251,beam,27,False,50.0,40.0,32.30350875854492,25.074127197265625,17.696491241455078,14.925872802734375,16.311182022094727
topological_none,sample_251,beam,28,False,60.0,50.0,58.776893615722656,51.54901123046875,1.2231063842773438,1.54901123046875,1.3860588073730469
topological_none,sample_251,beam,29,False,50.0,50.0,53.327369689941406,46.71739196777344,3.3273696899414062,3.2826080322265625,3.3049888610839844
topological_none,sample_251,beam,30,False,65.0,50.0,59.77305221557617,52.432308197021484,5.226947784423828,2.4323081970214844,3.8296279907226562
topological_none,sample_251,beam,31,False,50.0,50.0,56.998348236083984,49.96007537841797,6.998348236083984,0.03992462158203125,3.519136428833008
topological_none,sample_251,beam,32,False,65.0,50.0,60.43830871582031,53.02153015136719,4.5616912841796875,3.0215301513671875,3.7916107177734375
topological_none,sample_251,beam,33,False,50.0,40.0,33.28003692626953,25.588380813598633,16.71996307373047,14.411619186401367,15.565791130065918
topological_none,sample_251,beam,34,False,65.0,50.0,60.90718078613281,53.435943603515625,4.0928192138671875,3.435943603515625,3.7643814086914062
topological_none,sample_251,beam,35,False,50.0,50.0,54.655364990234375,47.891353607177734,4.655364990234375,2.1086463928222656,3.3820056915283203
topological_none,sample_251,beam,36,False,65.0,50.0,61.074378967285156,53.5845947265625,3.9256210327148438,3.5845947265625,3.755107879638672
topological_none,sample_251,beam,37,False,60.0,50.0,58.097328186035156,50.93363952636719,1.9026718139648438,0.9336395263671875,1.4181556701660156
topological_none,sample_251,beam,38,False,50.0,50.0,61.054996490478516,53.568172454833984,11.054996490478516,3.5681724548339844,7.31158447265625
topological_none,sample_251,beam,39,False,60.0,40.0,33.89387512207031,25.955522537231445,26.106124877929688,14.044477462768555,20.075302124023438
topological_none,sample_251,beam,40,False,50.0,50.0,52.859031677246094,46.30939865112305,2.8590316772460938,3.690601348876953,3.2748165130615234
topological_none,sample_251,beam,41,False,50.0,50.0,47.054107666015625,41.36844253540039,2.945892333984375,8.63155746459961,5.788724899291992
topological_none,sample_251,beam,42,False,50.0,50.0,51.95182800292969,45.500240325927734,1.9518280029296875,4.499759674072266,3.2257938385009766
topological_none,sample_251,beam,43,False,50.0,50.0,53.365142822265625,46.75672149658203,3.365142822265625,3.2432785034179688,3.304210662841797
topological_none,sample_251,beam,44,False,50.0,50.0,54.81066131591797,48.03512954711914,4.810661315917969,1.9648704528808594,3.387765884399414
topological_none,sample_251,beam,45,False,60.0,50.0,56.4317626953125,49.463401794433594,3.5682373046875,0.5365982055664062,2.052417755126953
topological_none,sample_251,beam,46,False,60.0,50.0,57.820369720458984,50.69132995605469,2.1796302795410156,0.6913299560546875,1.4354801177978516
topological_none,sample_251,beam,47,False,60.0,50.0,58.68436050415039,51.45688247680664,1.3156394958496094,1.4568824768066406,1.386260986328125
topological_none,sample_251,beam,48,False,60.0,50.0,59.1712532043457,51.887779235839844,0.8287467956542969,1.8877792358398438,1.3582630157470703
topological_none,sample_251,beam,49,False,50.0,50.0,52.2328987121582,45.7476692199707,2.232898712158203,4.252330780029297,3.24261474609375
topological_none,sample_251,beam,50,False,50.0,50.0,53.878807067871094,47.207828521728516,3.8788070678710938,2.7921714782714844,3.335489273071289
topological_none,sample_251,beam,51,False,50.0,50.0,55.385986328125,48.53502655029297,5.385986328125,1.4649734497070312,3.4254798889160156
topological_none,sample_251,beam,52,False,60.0,50.0,56.79794692993164,49.78218078613281,3.2020530700683594,0.2178192138671875,1.7099361419677734
topological_none,sample_251,beam,53,False,60.0,50.0,57.91752624511719,50.772953033447266,2.0824737548828125,0.7729530334472656,1.427713394165039
topological_none,sample_251,beam,54,False,60.0,50.0,58.59882354736328,51.376914978027344,1.4011764526367188,1.3769149780273438,1.3890457153320312
topological_none,sample_251,beam,55,False,60.0,50.0,58.88359451293945,51.63003158569336,1.1164054870605469,1.6300315856933594,1.3732185363769531
topological_none,sample_251,beam,56,False,50.0,50.0,58.608707427978516,51.38529586791992,8.608707427978516,1.3852958679199219,4.997001647949219
topological_none,sample_251,beam,57,False,60.0,50.0,56.061180114746094,49.12702560424805,3.9388198852539062,0.8729743957519531,2.4058971405029297
topological_none,sample_251,beam,58,False,40.0,30.0,48.511131286621094,42.59123229980469,8.511131286621094,12.591232299804688,10.55118179321289
topological_none,sample_251,beam,59,False,60.0,50.0,58.86112976074219,51.611671447753906,1.1388702392578125,1.6116714477539062,1.3752708435058594
topological_none,sample_251,beam,60,False,60.0,40.0,34.39124298095703,26.249794006347656,25.60875701904297,13.750205993652344,19.679481506347656
topological_none,sample_251,beam,61,False,60.0,50.0,57.19540786743164,50.12866973876953,2.8045921325683594,0.12866973876953125,1.4666309356689453
topological_none,sample_251,beam,62,False,60.0,50.0,59.27462387084961,51.97926330566406,0.7253761291503906,1.9792633056640625,1.3523197174072266
topological_none,sample_251,beam,63,False,50.0,50.0,51.624473571777344,45.20747375488281,1.6244735717773438,4.7925262451171875,3.2084999084472656
topological_none,sample_251,beam,64,False,50.0,50.0,53.14982223510742,46.563682556152344,3.149822235107422,3.4363174438476562,3.293069839477539
topological_none,sample_251,beam,65,False,50.0,50.0,54.468223571777344,47.72801208496094,4.468223571777344,2.2719879150390625,3.370105743408203
topological_none,sample_251,beam,66,False,60.0,50.0,55.677791595458984,48.7923583984375,4.322208404541016,1.2076416015625,2.764925003051758
topological_none,sample_251,beam,67,False,60.0,50.0,56.82418441772461,49.80522537231445,3.1758155822753906,0.19477462768554688,1.6852951049804688
topological_none,sample_251,beam,68,False,60.0,50.0,57.5620231628418,50.457305908203125,2.437976837158203,0.457305908203125,1.447641372680664
topological_none,sample_251,beam,69,False,60.0,50.0,57.918357849121094,50.7725830078125,2.0816421508789062,0.7725830078125,1.4271125793457031
topological_none,sample_251,beam,70,False,50.0,50.0,57.72209548950195,50.59681701660156,7.722095489501953,0.5968170166015625,4.159456253051758
topological_none,sample_251,beam,71,False,50.0,50.0,52.660343170166016,46.13078689575195,2.6603431701660156,3.869213104248047,3.2647781372070312
topological_none,sample_251,beam,72,False,50.0,50.0,53.465702056884766,46.844703674316406,3.4657020568847656,3.1552963256835938,3.3104991912841797
topological_none,sample_251,beam,73,False,60.0,50.0,54.827720642089844,48.045509338378906,5.172279357910156,1.9544906616210938,3.563385009765625
topological_none,sample_251,beam,74,False,65.0,50.0,56.03472137451172,49.11045455932617,8.965278625488281,0.8895454406738281,4.927412033081055
topological_none,sample_251,beam,75,False,65.0,50.0,57.141845703125,50.090057373046875,7.858154296875,0.090057373046875,3.9741058349609375
topological_none,sample_251,beam,76,False,65.0,50.0,57.861385345458984,50.72737503051758,7.138614654541016,0.7273750305175781,3.932994842529297
topological_none,sample_251,beam,77,False,65.0,50.0,58.27803039550781,51.096031188964844,6.7219696044921875,1.0960311889648438,3.9090003967285156
topological_none,sample_251,beam,78,False,50.0,50.0,58.1522331237793,50.98323059082031,8.152233123779297,0.9832305908203125,4.567731857299805
topological_none,sample_251,beam,79,False,50.0,50.0,51.6297721862793,45.21094512939453,1.6297721862792969,4.789054870605469,3.209413528442383
topological_none,sample_251,beam,80,False,50.0,50.0,53.216209411621094,46.62066650390625,3.2162094116210938,3.37933349609375,3.297771453857422
topological_none,sample_251,beam,81,False,50.0,50.0,54.51942825317383,47.771549224853516,4.519428253173828,2.2284507751464844,3.3739395141601562
topological_none,sample_251,beam,82,False,60.0,50.0,55.653785705566406,48.76938247680664,4.346214294433594,1.2306175231933594,2.7884159088134766
topological_none,sample_251,beam,83,False,60.0,50.0,56.70913314819336,49.70167922973633,3.2908668518066406,0.2983207702636719,1.7945938110351562
topological_none,sample_251,beam,84,False,60.0,50.0,57.309234619140625,50.2319221496582,2.690765380859375,0.23192214965820312,1.461343765258789
topological_none,sample_251,beam,85,False,60.0,50.0,57.50895690917969,50.408103942871094,2.4910430908203125,0.40810394287109375,1.4495735168457031
topological_none,sample_251,beam,86,False,50.0,50.0,57.17972946166992,50.11377716064453,7.179729461669922,0.11377716064453125,3.6467533111572266
topological_none,sample_251,beam,87,False,60.0,40.0,34.501792907714844,26.309354782104492,25.498207092285156,13.690645217895508,19.594425201416016
topological_none,sample_251,beam,88,False,40.0,30.0,47.8789176940918,42.174346923828125,7.878917694091797,12.174346923828125,10.026632308959961
topological_none,sample_251,beam,89,False,60.0,50.0,57.86861038208008,50.725101470947266,2.131389617919922,0.7251014709472656,1.4282455444335938
topological_none,sample_251,beam,90,False,60.0,50.0,59.392364501953125,52.083927154541016,0.607635498046875,2.0839271545410156,1.3457813262939453
topological_none,sample_251,beam,91,False,60.0,40.0,34.604225158691406,26.38947868347168,25.395774841308594,13.61052131652832,19.50314712524414
topological_none,sample_251,beam,92,False,60.0,50.0,58.26195526123047,51.07324981689453,1.7380447387695312,1.0732498168945312,1.4056472778320312
topological_none,sample_251,beam,93,False,50.0,40.0,59.07941436767578,51.80610275268555,9.079414367675781,11.806102752685547,10.442758560180664
topological_none,sample_251,beam,94,False,50.0,40.0,33.40242385864258,25.72616958618164,16.597576141357422,14.27383041381836,15.43570327758789
topological_none,sample_251,beam,95,False,50.0,50.0,58.41867446899414,51.22077560424805,8.41867446899414,1.2207756042480469,4.819725036621094
topological_none,sample_251,beam,96,False,50.0,50.0,54.53519058227539,47.793006896972656,4.535190582275391,2.2069931030273438,3.371091842651367
topological_none,sample_251,beam,97,False,50.0,50.0,32.86890411376953,25.83052635192871,17.13109588623047,24.16947364807129,20.650283813476562
topological_none,sample_251,beam,98,False,50.0,50.0,56.23340606689453,49.29005432128906,6.233406066894531,0.7099456787109375,3.4716758728027344
topological_none,sample_251,beam,99,False,50.0,50.0,34.194580078125,26.686037063598633,15.805419921875,23.313962936401367,19.5596923828125
topological_none,sample_251,beam,100,False,60.0,50.0,58.0079460144043,50.86029052734375,1.9920539855957031,0.86029052734375,1.4261722564697266
topological_none,sample_251,beam,101,False,60.0,50.0,35.432586669921875,27.608993530273438,24.567413330078125,22.391006469726562,23.479209899902344
topological_none,sample_251,beam,102,False,60.0,50.0,58.937408447265625,51.68331527709961,1.062591552734375,1.6833152770996094,1.3729534149169922
topological_none,sample_251,beam,103,False,60.0,50.0,37.66115188598633,29.194730758666992,22.338848114013672,20.805269241333008,21.572059631347656
topological_none,sample_251,beam,104,False,60.0,50.0,59.55447769165039,52.22990036010742,0.4455223083496094,2.229900360107422,1.3377113342285156
topological_none,sample_251,beam,105,False,60.0,50.0,39.747005462646484,30.86443519592285,20.252994537353516,19.13556480407715,19.694278717041016
topological_none,sample_251,beam,106,False,60.0,50.0,59.83598327636719,52.47917175292969,0.1640167236328125,2.4791717529296875,1.32159423828125
topological_none,sample_251,beam,107,False,60.0,50.0,41.6361198425293,32.62602996826172,18.363880157470703,17.37397003173828,17.868925094604492
topological_none,sample_251,beam,108,False,50.0,50.0,59.58500289916992,52.256431579589844,9.585002899169922,2.2564315795898438,5.920717239379883
topological_none,sample_251,beam,109,False,50.0,50.0,38.63615036010742,30.078290939331055,11.363849639892578,19.921709060668945,15.642779350280762
topological_none,sample_251,beam,110,False,50.0,50.0,51.543304443359375,45.13665771484375,1.543304443359375,4.86334228515625,3.2033233642578125
topological_none,sample_251,beam,111,False,50.0,40.0,57.956756591796875,50.8019905090332,7.956756591796875,10.801990509033203,9.379373550415039
topological_none,sample_251,beam,112,False,50.0,50.0,53.950477600097656,47.274810791015625,3.9504776000976562,2.725189208984375,3.3378334045410156
topological_none,sample_251,beam,113,False,50.0,50.0,52.959774017333984,46.39344787597656,2.9597740173339844,3.6065521240234375,3.283163070678711
topological_none,sample_251,beam,114,False,50.0,50.0,52.8194580078125,46.27538299560547,2.8194580078125,3.7246170043945312,3.2720375061035156
topological_none,sample_251,beam,115,False,60.0,50.0,55.452388763427734,48.59976577758789,4.547611236572266,1.4002342224121094,2.9739227294921875
topological_none,sample_251,beam,116,False,50.0,50.0,54.137996673583984,47.44486999511719,4.137996673583984,2.5551300048828125,3.3465633392333984
topological_none,sample_251,beam,117,False,60.0,50.0,55.7647590637207,48.87861633300781,4.235240936279297,1.1213836669921875,2.678312301635742
topological_none,sample_251,beam,118,False,65.0,50.0,57.69587707519531,50.58758544921875,7.3041229248046875,0.58758544921875,3.9458541870117188
topological_none,sample_251,beam,119,False,65.0,50.0,58.876136779785156,51.632415771484375,6.123863220214844,1.632415771484375,3.8781394958496094
topological_none,sample_251,beam,120,False,65.0,50.0,59.568504333496094,52.24620819091797,5.431495666503906,2.2462081909179688,3.8388519287109375
topological_none,sample_251,beam,121,False,65.0,50.0,59.892250061035156,52.53348922729492,5.107749938964844,2.533489227294922,3.820619583129883
topological_none,sample_251,beam,122,False,50.0,50.0,59.7161865234375,52.3781623840332,9.7161865234375,2.378162384033203,6.047174453735352
topological_none,sample_251,beam,123,False,50.0,50.0,52.82521057128906,46.2765007019043,2.8252105712890625,3.723499298095703,3.274354934692383
topological_none,sample_251,beam,124,False,50.0,40.0,33.12351608276367,26.608806610107422,16.876483917236328,13.391193389892578,15.133838653564453
topological_none,sample_251,beam,125,False,50.0,50.0,53.99024963378906,47.31000518798828,3.9902496337890625,2.6899948120117188,3.3401222229003906
topological_none,sample_251,beam,126,False,60.0,50.0,55.441200256347656,48.5892333984375,4.558799743652344,1.4107666015625,2.984783172607422
topological_none,sample_251,beam,127,False,65.0,50.0,56.86079406738281,49.841957092285156,8.139205932617188,0.15804290771484375,4.148624420166016
topological_none,sample_251,beam,128,False,65.0,50.0,57.783729553222656,50.65736770629883,7.216270446777344,0.6573677062988281,3.936819076538086
topological_none,sample_251,beam,129,False,65.0,50.0,58.40390396118164,51.20591735839844,6.596096038818359,1.2059173583984375,3.9010066986083984
topological_none,sample_251,beam,130,False,65.0,50.0,58.7796630859375,51.538856506347656,6.2203369140625,1.5388565063476562,3.879596710205078
topological_none,sample_251,beam,131,False,50.0,50.0,58.3499641418457,51.15712356567383,8.349964141845703,1.1571235656738281,4.753543853759766
topological_none,sample_251,beam,132,False,50.0,50.0,53.12511444091797,46.53904724121094,3.1251144409179688,3.4609527587890625,3.2930335998535156
topological_none,sample_251,beam,133,False,65.0,50.0,57.026771545410156,49.992027282714844,7.973228454589844,0.00797271728515625,3.9906005859375
topological_none,sample_251,beam,134,False,50.0,50.0,53.928218841552734,47.25008773803711,3.9282188415527344,2.7499122619628906,3.3390655517578125
topological_none,sample_251,beam,135,False,50.0,50.0,55.330787658691406,48.48590850830078,5.330787658691406,1.5140914916992188,3.4224395751953125
topological_none,sample_251,beam,136,False,60.0,50.0,56.484798431396484,49.50384521484375,3.5152015686035156,0.49615478515625,2.005678176879883
topological_none,sample_251,beam,137,False,60.0,50.0,57.42699432373047,50.337894439697266,2.5730056762695312,0.3378944396972656,1.4554500579833984
topological_none,sample_251,beam,138,False,60.0,50.0,58.096160888671875,50.931209564208984,1.903839111328125,0.9312095642089844,1.4175243377685547
